GEOID,latitude,longitude
270935602002,45.09154295,-94.42371808
270935606002,44.97554022,-94.69770178
270935606001,45.10962232,-94.69447508
270935601001,45.22474141,-94.31801056
270935602005,45.31163215,-94.40389425
270935601004,45.02294004,-94.30889623
270935604003,45.12755776,-94.53479478
270935603002,45.12614641,-94.51208474
270935605003,44.9476347,-94.57368521
270935604001,45.10187291,-94.53183516
270935605001,45.05060755,-94.5631572
271297906003,44.49722141,-94.68053264
271297904001,44.58538835,-94.97153516
271297906001,44.62961529,-94.75175099
271297901002,44.74066767,-94.58242554
271297904002,44.69040931,-95.12868857
271297906002,44.50845991,-94.81087101
271297903002,44.84745503,-95.17835984
271297905001,44.75868958,-95.0603974
271297901001,44.82750784,-94.62628761
271297902001,44.77967509,-94.88076159
270677801003,45.19691313,-94.81763202
271659501003,44.05149752,-94.41199278
271659503002,43.89159705,-94.7490999
271659503001,43.97799868,-94.79722941
271659501002,44.06645434,-94.48242557
271659503004,43.97739891,-94.54666499
271659502003,43.98070777,-94.62664593
271230307041,44.98144094,-93.04212801
271230419001,44.99542656,-93.16039222
271230407061,45.1198216,-93.11723608
271230324002,44.96161019,-93.13144116
271230407043,45.03931156,-93.1211221
271230345002,44.95432439,-93.05829365
271230352002,44.9397772,-93.16191599
271230375006,44.9143356,-93.17212265
271230407071,45.0969942,-93.13695858
271230424023,44.99794795,-93.01679489
271230403011,45.06812523,-92.99820822
271230371004,44.93540545,-93.09488446
271230306023,44.98286146,-93.07359469
271230350001,44.94387457,-93.16967441
271230411052,45.07842028,-93.21431578
271230317022,44.97347629,-93.03237302
271230310003,44.97387305,-93.07145112
271230414003,45.03226178,-93.1583532
271230308002,44.9759075,-93.1110272
271230333003,44.95133139,-93.18998854
271230375003,44.91442584,-93.18170653
271230353004,44.93759042,-93.15419036
271230365001,44.92461555,-93.16141831
271230423022,45.00958427,-93.04490482
271230406013,45.09514111,-93.11764645
271230322002,44.95749957,-93.16024615
270190912021,44.72783455,-93.8342851
270190911002,44.74701769,-93.63191952
270190904012,44.86189045,-93.7254735
271230372003,44.92686866,-93.08427166
271230305004,44.98770441,-93.09494871
271230410022,45.09706941,-93.21390132
271230352003,44.93607521,-93.16192542
271230317012,44.96359022,-93.05776364
271230347011,44.95993205,-93.02530769
271230325002,44.95799011,-93.13395754
271230326002,44.96025358,-93.12125169
271230364002,44.92337129,-93.16956956
271230321001,44.96370164,-93.1648161
271230411042,45.07883408,-93.22320825
271230340002,44.94816492,-93.11905696
271230423021,44.99535985,-93.05504788
271230310004,44.97563654,-93.07481143
270017905012,46.38876761,-93.50391926
270359502042,46.63716202,-94.0672883
271554601002,45.8076243,-96.48458802
270359514002,46.28843903,-94.09795808
270332704002,43.87799547,-95.09463792
270359501002,46.77099272,-93.99553432
270359505012,46.50900386,-94.25393163
270239505001,45.07990311,-95.53091442
270239503001,44.87760278,-95.50164336
271711003004,45.31634557,-93.91143952
270219606001,46.81113684,-94.43110041
270219607004,46.68237163,-94.67095334
270434604002,43.62676397,-94.1048071
271711002034,45.2913975,-93.83151899
271574902003,44.21156577,-92.08250102
271574904002,44.28375512,-92.4880298
271574902002,44.2783661,-91.94235204
271574904004,44.24593971,-92.37920112
271574905001,44.2228224,-92.24573728
271574901001,44.34850083,-92.02440631
271574905002,44.3552491,-92.24435055
271574901002,44.36953727,-92.07811284
271574901003,44.38168946,-92.0331403
271574904001,44.37615059,-92.3610141
271574903001,44.45014367,-92.25860818
271574902001,44.33858013,-92.12431314
271574904003,44.27600514,-92.52866767
271574903004,44.44618447,-92.28583595
271574903003,44.43882082,-92.27324237
270290003004,47.7171837,-95.38421648
270290001002,47.54044298,-95.36844107
270290003001,47.86522627,-95.38854405
270290002003,47.27559356,-95.29452132
271574903002,44.43247872,-92.22798954
270290003003,47.63298418,-95.36307147
270290001003,47.51749389,-95.40973074
270290003002,47.71879188,-95.50810242
270951705002,45.74576721,-93.63701659
271159502002,46.35086945,-92.84475755
271159502001,46.3241628,-92.97598022
271159505001,46.06713746,-92.96902227
271159507002,45.81933711,-92.96325786
271159506002,45.75717161,-92.91628238
271159505003,45.94150564,-93.02431546
271537901002,46.34767165,-94.81093339
271537906002,45.99426022,-94.84165904
271630709122,44.96663074,-92.96584104
271630710162,44.89430225,-92.93670448
271630714003,44.7929135,-92.95720157
270017704021,46.557305,-93.27084258
270017704022,46.36504091,-93.1536443
270017905042,46.39067451,-93.60596213
270017905031,46.45869831,-93.67975635
270017905033,46.38480939,-93.7806545
270017905041,46.3241146,-93.71503301
270017704011,46.68912305,-93.19575692
270017905032,46.4664425,-93.75395717
271630711023,44.81045103,-92.82298681
271711003001,45.39704422,-94.04049244
270890801001,48.35281315,-95.70857331
270890801003,48.4276825,-96.00589897
270890804001,48.27086582,-96.68799574
270890802002,48.46502729,-96.47389473
270890803003,48.44420549,-96.86929753
270890801002,48.25638011,-96.06687398
270890803001,48.4094201,-96.93641867
270890804003,48.19112543,-96.77529345
270890802001,48.35428049,-96.35063947
270890802003,48.25012337,-96.45252458
270890804002,48.22903339,-96.89579147
270890803002,48.32649171,-96.82768144
270017701003,46.58155228,-93.5703102
270017905011,46.30042345,-93.34145094
270017702001,46.89992784,-93.57059326
270017701001,46.87147738,-93.22334829
270017701002,46.66757093,-93.42317348
270017703003,46.50679455,-93.75595287
270017702002,46.69888458,-93.64448243
270017703001,46.52989314,-93.68496119
270017703002,46.55402197,-93.76418856
270190911001,44.76674174,-93.63735129
270190912011,44.77951938,-93.9203233
270190903021,44.8409852,-93.77785707
270190902002,44.94046907,-93.93853138
270190902001,44.84615665,-93.95001838
270717905003,48.08034938,-93.92425202
270717903002,48.26383342,-93.2939782
271537908002,45.81089072,-94.70423551
271230353001,44.94490152,-93.14917483
271230338001,44.94846869,-93.13610411
271230339001,44.9475653,-93.12974054
271230307031,44.99010768,-93.03015589
270614805003,47.39694533,-93.07991602
270614805002,47.3744006,-93.17683615
270190904011,44.85511451,-93.67978993
270190904021,44.87873871,-93.6611588
270190904022,44.85621953,-93.65652109
271090013021,44.02383182,-92.52819496
270190905011,44.87758496,-93.61885001
271494803003,45.5797087,-95.94910305
271494803004,45.49335511,-95.79020473
270190905021,44.88183271,-93.57905167
270190905031,44.88715355,-93.5616092
270190905032,44.87240604,-93.56160282
271494802002,45.58170514,-95.8874846
271090012011,44.00690606,-92.49465771
271090012023,43.96707712,-92.47814089
271494803002,45.59257494,-95.94919102
271594803006,46.43790581,-95.09474148
271711008041,45.20429496,-93.72719369
271711004022,45.29780201,-94.11297221
271711008071,45.21723325,-93.61062609
271711010013,45.03026347,-93.8545642
271711001025,45.25959089,-93.66338887
271711008053,45.2173286,-93.65450551
271711010021,45.04504945,-93.78889226
271711011012,45.07253534,-93.97185334
271711011021,45.01719192,-93.9487544
271711008062,45.24380803,-93.6501166
271711008042,45.22511353,-93.67689646
271090014014,44.05467582,-92.50983065
271090017011,44.06354281,-92.49399159
271090018003,44.03808408,-92.66323615
270131702002,44.21307113,-93.98272516
270131705004,44.15889296,-93.95294979
270131702003,44.20844139,-93.92542571
270131712024,44.13656965,-93.97779235
270131705003,44.16490511,-93.95447121
270131716002,44.13397213,-93.99709861
270131716003,44.14062338,-93.99888457
270131712023,44.14848972,-93.98537567
270190912012,44.74908439,-93.93377052
270190912022,44.78384972,-93.80419409
271479602002,44.08462546,-93.21536389
271479603003,44.0997568,-93.21602836
271479603001,44.10485876,-93.22169513
271479603002,44.10422481,-93.23102976
271479604001,44.08809493,-93.22512639
271479604002,44.09990564,-93.26054665
271479604003,44.07831188,-93.25251432
271479606002,44.07903388,-93.22729023
271479606003,44.07263589,-93.23074925
270570704003,46.98403565,-94.72999261
270570703002,47.09606547,-94.79617277
270570707002,46.88905161,-95.0093548
270990014001,43.79759528,-92.56920929
270530118005,44.90213939,-93.23761711
270530276023,44.92208478,-93.65312167
270531101002,44.93230376,-93.25112473
270530209022,45.02733188,-93.36514345
270530229022,44.92474483,-93.34726779
270530120016,44.89894213,-93.29755683
270530240042,44.8700179,-93.32053642
270530258051,44.79612697,-93.32472053
270530268072,45.0701522,-93.37998929
270530221021,44.96605385,-93.37551543
270531108003,44.92320388,-93.28571768
270531012002,45.01501506,-93.23199374
270530238023,44.90226146,-93.32476031
270530106002,44.91485485,-93.31430602
270531067003,44.96180336,-93.29004481
270570704001,46.96174238,-94.89235278
270570704002,46.93891538,-94.78929191
270570706003,46.91269585,-95.07321869
270570705001,46.88563874,-95.10828297
270570706001,46.92826951,-95.04700041
270570701003,47.39595044,-94.72604571
270570702002,47.02378485,-95.06974662
270531039002,44.98124857,-93.23604954
270530258021,44.81093595,-93.30790883
270530252052,44.83073292,-93.26381572
270530267022,45.11810523,-93.40294262
270530209031,45.04171738,-93.35561298
270530216023,44.99440679,-93.37061247
270530223021,44.94925092,-93.38377173
270531013002,45.00758316,-93.31065804
270531108004,44.92323642,-93.28053107
270530269031,45.18558506,-93.3961751
270530085001,44.94305538,-93.25120116
270530081003,44.94302167,-93.293245
270530068001,44.96091023,-93.28040562
270531069002,44.95741644,-93.27115241
270531226001,44.94675598,-93.36551136
270531057002,44.96456551,-93.2713899
270530110002,44.92367795,-93.2540423
270434605001,43.59145345,-93.94813474
270434604004,43.62777336,-94.08302188
270434603002,43.51451244,-94.0880002
270434602001,43.78012338,-94.11065206
270434603001,43.57545022,-94.11527211
270434601002,43.76640648,-93.93753961
270434605002,43.63018279,-93.76547937
271090016033,44.06216973,-92.41115743
270731802001,45.11459489,-96.3432113
270731801002,44.99620533,-96.15186596
271090014013,44.04658415,-92.49193866
271090012022,43.97767218,-92.47769416
271090022001,43.98703773,-92.62140791
271090009031,43.95570822,-92.39069346
271090015012,44.05617084,-92.49194668
270530006012,45.02254882,-93.24277931
270531060003,44.96107778,-93.25065761
270530083001,44.94485016,-93.2724343
270531093001,44.93592238,-93.27714718
270530245001,44.87717943,-93.29076268
270570707001,46.85876535,-94.83296743
270530205003,45.05564763,-93.30792155
270530268074,45.06897229,-93.3866436
270531102003,44.92779711,-93.23466266
270531225003,44.94237238,-93.37901496
270531004001,45.02752273,-93.28535302
270530096002,44.93586744,-93.25900988
270531028003,44.99372004,-93.30526836
270530223022,44.94438882,-93.38571646
270531069001,44.96094971,-93.27389246
270530120034,44.89120171,-93.28066542
270530256031,44.84637181,-93.31374471
270530274001,44.94347888,-93.52768084
270530209032,45.03463265,-93.35470749
270530215034,45.04640314,-93.39565439
270530249031,44.86824689,-93.25044497
270531089002,44.93961576,-93.21913558
270570702001,47.13818432,-95.01982061
270570701002,47.32941096,-95.05564957
270570705002,46.9563847,-95.02011244
270531258002,44.95644081,-93.25493444
270531258003,44.9510533,-93.25500931
270530254011,44.8443266,-93.27588332
270530268183,45.08921828,-93.37603607
270530208042,45.04669656,-93.3658123
270530260051,44.86570271,-93.47778905
270530121021,44.9026708,-93.21272066
270531004002,45.02775821,-93.29315507
270530248023,44.86640386,-93.27063975
270530084002,44.94486368,-93.26835721
270530221011,44.96109457,-93.36622089
270531007003,45.0159526,-93.31589817
270531018003,45.01087849,-93.25901681
270530085002,44.94305142,-93.25626669
270530081002,44.94653767,-93.29321185
270530107001,44.92318239,-93.28957479
270530208011,45.0598288,-93.36570829
270530262021,44.9306504,-93.46054095
270530243003,44.86918386,-93.31377749
270531256001,44.96061892,-93.21324581
270530229021,44.92420881,-93.34184357
270530220002,44.96488496,-93.33756636
270531007001,45.0213778,-93.31083616
270531008003,45.01593543,-93.30572031
270917905011,43.6483642,-94.49847161
270917905022,43.61728913,-94.47738617
270917905012,43.64057554,-94.46696936
270917905023,43.61786034,-94.45569758
270917905024,43.64985666,-94.45538276
270917905021,43.64411129,-94.4554012
270530275013,44.91801413,-93.57950098
270531020002,45.00469139,-93.31610146
270530240043,44.86460113,-93.32455536
270530118003,44.90716867,-93.2275679
270530215054,45.00972212,-93.37947142
270531055002,44.96550503,-93.29350021
270530082004,44.94655185,-93.28557469
270530259062,44.81278401,-93.38110302
270530254033,44.82877779,-93.28183356
270531087002,44.9394615,-93.23721759
